Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Tissue
SRR9666981,OTHER,252,10778532,PRJNA453621,SAMN12249148,4505637,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427655,GSM3936778,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936778,Feces,SRP142644,human fecal tissue
SRR9666982,OTHER,252,12095157,PRJNA453621,SAMN12249147,4907043,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427656,GSM3936779,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936779,Feces,SRP142644,human fecal tissue
SRR9666983,OTHER,252,13096424,PRJNA453621,SAMN12249206,5433676,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427657,GSM3936780,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936780,Feces,SRP142644,human fecal tissue
SRR9666984,OTHER,252,13634683,PRJNA453621,SAMN12249205,4711151,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427658,GSM3936781,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936781,Feces,SRP142644,human fecal tissue
SRR9666985,OTHER,252,11045066,PRJNA453621,SAMN12249204,4258690,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427659,GSM3936782,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936782,Feces,SRP142644,human fecal tissue
SRR9666986,OTHER,252,11421108,PRJNA453621,SAMN12249292,4670297,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427660,GSM3936783,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936783,Feces,SRP142644,human fecal tissue
SRR9666987,OTHER,252,13948528,PRJNA453621,SAMN12249291,5621829,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427661,GSM3936784,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936784,Feces,SRP142644,human fecal tissue
SRR9666988,OTHER,252,12799338,PRJNA453621,SAMN12249290,5210374,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427662,GSM3936785,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936785,Feces,SRP142644,human fecal tissue
SRR9666989,OTHER,252,13264910,PRJNA453621,SAMN12249289,5328123,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427663,GSM3936786,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:40:00Z,1,GSM3936786,Feces,SRP142644,human fecal tissue
SRR9666990,OTHER,252,11974605,PRJNA453621,SAMN12249288,5017368,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427664,GSM3936787,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:57:00Z,1,GSM3936787,Feces,SRP142644,human fecal tissue
SRR9666991,OTHER,252,11348667,PRJNA453621,SAMN12249287,4681638,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427665,GSM3936788,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936788,Feces,SRP142644,human fecal tissue
SRR9666992,OTHER,252,12494660,PRJNA453621,SAMN12249286,5081707,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427666,GSM3936789,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:50:00Z,1,GSM3936789,Feces,SRP142644,human fecal tissue
SRR9666993,OTHER,252,12661346,PRJNA453621,SAMN12249285,5183624,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427683,GSM3936790,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936790,Feces,SRP142644,human fecal tissue
SRR9666994,OTHER,252,11971907,PRJNA453621,SAMN12249284,4924379,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427684,GSM3936791,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936791,Feces,SRP142644,human fecal tissue
SRR9666995,OTHER,252,12359589,PRJNA453621,SAMN12249283,5100201,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427685,GSM3936792,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:50:00Z,1,GSM3936792,Feces,SRP142644,human fecal tissue
SRR9666996,OTHER,252,13545033,PRJNA453621,SAMN12249282,5416565,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427686,GSM3936793,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936793,Feces,SRP142644,human fecal tissue
SRR9666997,OTHER,252,11079873,PRJNA453621,SAMN12249281,4608444,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427687,GSM3936794,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:40:00Z,1,GSM3936794,Feces,SRP142644,human fecal tissue
SRR9666998,OTHER,252,14283814,PRJNA453621,SAMN12249280,5866005,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427688,GSM3936795,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936795,Feces,SRP142644,human fecal tissue
SRR9666999,OTHER,252,15240098,PRJNA453621,SAMN12249279,6242352,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427689,GSM3936796,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936796,Feces,SRP142644,human fecal tissue
SRR9667000,OTHER,252,14714741,PRJNA453621,SAMN12249278,6169229,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427690,GSM3936797,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936797,Feces,SRP142644,human fecal tissue
SRR9667001,OTHER,252,13072362,PRJNA453621,SAMN12249328,5520646,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427691,GSM3936798,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:40:00Z,1,GSM3936798,Feces,SRP142644,human fecal tissue
SRR9667002,OTHER,252,14816804,PRJNA453621,SAMN12249327,6176075,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427692,GSM3936799,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936799,Feces,SRP142644,human fecal tissue
SRR9667003,OTHER,252,11470986,PRJNA453621,SAMN12249326,4785947,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427693,GSM3936800,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936800,Feces,SRP142644,human fecal tissue
SRR9667004,OTHER,252,12260418,PRJNA453621,SAMN12249325,5106609,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427694,GSM3936801,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936801,Feces,SRP142644,human fecal tissue
SRR9667005,OTHER,252,14877470,PRJNA453621,SAMN12249324,6138929,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427695,GSM3936802,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936802,Feces,SRP142644,human fecal tissue
SRR9667006,OTHER,252,12679389,PRJNA453621,SAMN12249323,5270333,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427696,GSM3936803,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936803,Feces,SRP142644,human fecal tissue
